name,description,type,level,sort,lessonNum,hoursForLearn,usedNum,recommendNum,lesson,subLesson,sort,useModule,useCollection,dataExtractCondition
"","","","","","","","","","Bài 10","Luyện tập","663","vocabulary/practice","vocabulary","{'level': 'N3', 'tag' : {'contains':',vocabulary3,lesson10,'}}"
"","","","","","","","","","Bài 11","Từ vựng","664","vocabulary/lesson","vocabulary","{'level': 'N3', 'tag' : {'contains':',vocabulary3,lesson11,'}}"
"","","","","","","","","","Bài 11","Luyện tập","665","vocabulary/practice","vocabulary","{'level': 'N3', 'tag' : {'contains':',vocabulary3,lesson11,'}}"
"","","","","","","","","","Bài 12","Từ vựng","666","vocabulary/lesson","vocabulary","{'level': 'N3', 'tag' : {'contains':',vocabulary3,lesson12,'}}"
"","","","","","","","","","Bài 12","Luyện tập","667","vocabulary/practice","vocabulary","{'level': 'N3', 'tag' : {'contains':',vocabulary3,lesson12,'}}"
"","","","","","","","","","Bài 13","Từ vựng","668","vocabulary/lesson","vocabulary","{'level': 'N3', 'tag' : {'contains':',vocabulary3,lesson13,'}}"
"","","","","","","","","","Bài 13","Luyện tập","669","vocabulary/practice","vocabulary","{'level': 'N3', 'tag' : {'contains':',vocabulary3,lesson13,'}}"
"","","","","","","","","","Bài 14","Từ vựng","670","vocabulary/lesson","vocabulary","{'level': 'N3', 'tag' : {'contains':',vocabulary3,lesson14,'}}"
"","","","","","","","","","Bài 14","Luyện tập","671","vocabulary/practice","vocabulary","{'level': 'N3', 'tag' : {'contains':',vocabulary3,lesson14,'}}"
"","","","","","","","","","Bài 15","Từ vựng","672","vocabulary/lesson","vocabulary","{'level': 'N3', 'tag' : {'contains':',vocabulary3,lesson15,'}}"
"","","","","","","","","","Bài 15","Luyện tập","673","vocabulary/practice","vocabulary","{'level': 'N3', 'tag' : {'contains':',vocabulary3,lesson15,'}}"
"","","","","","","","","","Bài 16","Từ vựng","674","vocabulary/lesson","vocabulary","{'level': 'N3', 'tag' : {'contains':',vocabulary3,lesson16,'}}"
"","","","","","","","","","Bài 16","Luyện tập","675","vocabulary/practice","vocabulary","{'level': 'N3', 'tag' : {'contains':',vocabulary3,lesson16,'}}"
"","","","","","","","","","Bài 17","Từ vựng","676","vocabulary/lesson","vocabulary","{'level': 'N3', 'tag' : {'contains':',vocabulary3,lesson17,'}}"
"","","","","","","","","","Bài 17","Luyện tập","677","vocabulary/practice","vocabulary","{'level': 'N3', 'tag' : {'contains':',vocabulary3,lesson17,'}}"
"","","","","","","","","","Bài 18","Từ vựng","678","vocabulary/lesson","vocabulary","{'level': 'N3', 'tag' : {'contains':',vocabulary3,lesson18,'}}"
"","","","","","","","","","Bài 18","Luyện tập","679","vocabulary/practice","vocabulary","{'level': 'N3', 'tag' : {'contains':',vocabulary3,lesson18,'}}"
"","","","","","","","","","Bài 19","Từ vựng","680","vocabulary/lesson","vocabulary","{'level': 'N3', 'tag' : {'contains':',vocabulary3,lesson19,'}}"
"","","","","","","","","","Bài 19","Luyện tập","681","vocabulary/practice","vocabulary","{'level': 'N3', 'tag' : {'contains':',vocabulary3,lesson19,'}}"
"","","","","","","","","","Bài 20","Từ vựng","682","vocabulary/lesson","vocabulary","{'level': 'N3', 'tag' : {'contains':',vocabulary3,lesson20,'}}"
"","","","","","","","","","Bài 20","Luyện tập","683","vocabulary/practice","vocabulary","{'level': 'N3', 'tag' : {'contains':',vocabulary3,lesson20,'}}"
"","","","","","","","","","Bài 21","Từ vựng","684","vocabulary/lesson","vocabulary","{'level': 'N3', 'tag' : {'contains':',vocabulary3,lesson21,'}}"
"","","","","","","","","","Bài 21","Luyện tập","685","vocabulary/practice","vocabulary","{'level': 'N3', 'tag' : {'contains':',vocabulary3,lesson21,'}}"
"","","","","","","","","","Bài 22","Từ vựng","686","vocabulary/lesson","vocabulary","{'level': 'N3', 'tag' : {'contains':',vocabulary3,lesson22,'}}"
"","","","","","","","","","Bài 22","Luyện tập","687","vocabulary/practice","vocabulary","{'level': 'N3', 'tag' : {'contains':',vocabulary3,lesson22,'}}"
"","","","","","","","","","Bài 23","Từ vựng","688","vocabulary/lesson","vocabulary","{'level': 'N3', 'tag' : {'contains':',vocabulary3,lesson23,'}}"
"","","","","","","","","","Bài 23","Luyện tập","689","vocabulary/practice","vocabulary","{'level': 'N3', 'tag' : {'contains':',vocabulary3,lesson23,'}}"
"","","","","","","","","","Bài 24","Từ vựng","690","vocabulary/lesson","vocabulary","{'level': 'N3', 'tag' : {'contains':',vocabulary3,lesson24,'}}"
"","","","","","","","","","Bài 24","Luyện tập","691","vocabulary/practice","vocabulary","{'level': 'N3', 'tag' : {'contains':',vocabulary3,lesson24,'}}"
"","","","","","","","","","Bài 25","Từ vựng","692","vocabulary/lesson","vocabulary","{'level': 'N3', 'tag' : {'contains':',vocabulary3,lesson25,'}}"
"","","","","","","","","","Bài 25","Luyện tập","693","vocabulary/practice","vocabulary","{'level': 'N3', 'tag' : {'contains':',vocabulary3,lesson25,'}}"
"","","","","","","","","","Bài 26","Từ vựng","694","vocabulary/lesson","vocabulary","{'level': 'N3', 'tag' : {'contains':',vocabulary3,lesson26,'}}"
"","","","","","","","","","Bài 26","Luyện tập","695","vocabulary/practice","vocabulary","{'level': 'N3', 'tag' : {'contains':',vocabulary3,lesson26,'}}"
"","","","","","","","","","Bài 27","Từ vựng","696","vocabulary/lesson","vocabulary","{'level': 'N3', 'tag' : {'contains':',vocabulary3,lesson27,'}}"
"","","","","","","","","","Bài 27","Luyện tập","697","vocabulary/practice","vocabulary","{'level': 'N3', 'tag' : {'contains':',vocabulary3,lesson27,'}}"
"","","","","","","","","","Bài 28","Từ vựng","698","vocabulary/lesson","vocabulary","{'level': 'N3', 'tag' : {'contains':',vocabulary3,lesson28,'}}"
"","","","","","","","","","Bài 28","Luyện tập","699","vocabulary/practice","vocabulary","{'level': 'N3', 'tag' : {'contains':',vocabulary3,lesson28,'}}"
"","","","","","","","","","Bài 29","Từ vựng","700","vocabulary/lesson","vocabulary","{'level': 'N3', 'tag' : {'contains':',vocabulary3,lesson29,'}}"
"","","","","","","","","","Bài 29","Luyện tập","701","vocabulary/practice","vocabulary","{'level': 'N3', 'tag' : {'contains':',vocabulary3,lesson29,'}}"
"","","","","","","","","","Bài 30","Từ vựng","702","vocabulary/lesson","vocabulary","{'level': 'N3', 'tag' : {'contains':',vocabulary3,lesson30,'}}"
"","","","","","","","","","Bài 30","Luyện tập","703","vocabulary/practice","vocabulary","{'level': 'N3', 'tag' : {'contains':',vocabulary3,lesson30,'}}"
"","","","","","","","","","Bài 31","Từ vựng","704","vocabulary/lesson","vocabulary","{'level': 'N3', 'tag' : {'contains':',vocabulary3,lesson31,'}}"
"","","","","","","","","","Bài 31","Luyện tập","705","vocabulary/practice","vocabulary","{'level': 'N3', 'tag' : {'contains':',vocabulary3,lesson31,'}}"
"","","","","","","","","","Bài 32","Từ vựng","706","vocabulary/lesson","vocabulary","{'level': 'N3', 'tag' : {'contains':',vocabulary3,lesson32,'}}"
"","","","","","","","","","Bài 32","Luyện tập","707","vocabulary/practice","vocabulary","{'level': 'N3', 'tag' : {'contains':',vocabulary3,lesson32,'}}"
"","","","","","","","","","Bài 33","Từ vựng","708","vocabulary/lesson","vocabulary","{'level': 'N3', 'tag' : {'contains':',vocabulary3,lesson33,'}}"
"","","","","","","","","","Bài 33","Luyện tập","709","vocabulary/practice","vocabulary","{'level': 'N3', 'tag' : {'contains':',vocabulary3,lesson33,'}}"
"","","","","","","","","","Bài 34","Từ vựng","710","vocabulary/lesson","vocabulary","{'level': 'N3', 'tag' : {'contains':',vocabulary3,lesson34,'}}"
"","","","","","","","","","Bài 34","Luyện tập","711","vocabulary/practice","vocabulary","{'level': 'N3', 'tag' : {'contains':',vocabulary3,lesson34,'}}"
"","","","","","","","","","Bài 35","Từ vựng","712","vocabulary/lesson","vocabulary","{'level': 'N3', 'tag' : {'contains':',vocabulary3,lesson35,'}}"
"","","","","","","","","","Bài 35","Luyện tập","713","vocabulary/practice","vocabulary","{'level': 'N3', 'tag' : {'contains':',vocabulary3,lesson35,'}}"
"","","","","","","","","","Bài 36","Từ vựng","714","vocabulary/lesson","vocabulary","{'level': 'N3', 'tag' : {'contains':',vocabulary3,lesson36,'}}"
"","","","","","","","","","Bài 36","Luyện tập","715","vocabulary/practice","vocabulary","{'level': 'N3', 'tag' : {'contains':',vocabulary3,lesson36,'}}"
"","","","","","","","","","Bài 37","Từ vựng","716","vocabulary/lesson","vocabulary","{'level': 'N3', 'tag' : {'contains':',vocabulary3,lesson37,'}}"
"","","","","","","","","","Bài 37","Luyện tập","717","vocabulary/practice","vocabulary","{'level': 'N3', 'tag' : {'contains':',vocabulary3,lesson37,'}}"
"","","","","","","","","","Bài 38","Từ vựng","718","vocabulary/lesson","vocabulary","{'level': 'N3', 'tag' : {'contains':',vocabulary3,lesson38,'}}"
"","","","","","","","","","Bài 38","Luyện tập","719","vocabulary/practice","vocabulary","{'level': 'N3', 'tag' : {'contains':',vocabulary3,lesson38,'}}"
"","","","","","","","","","Bài 39","Từ vựng","720","vocabulary/lesson","vocabulary","{'level': 'N3', 'tag' : {'contains':',vocabulary3,lesson39,'}}"
"","","","","","","","","","Bài 39","Luyện tập","721","vocabulary/practice","vocabulary","{'level': 'N3', 'tag' : {'contains':',vocabulary3,lesson39,'}}"
"","","","","","","","","","Bài 40","Từ vựng","722","vocabulary/lesson","vocabulary","{'level': 'N3', 'tag' : {'contains':',vocabulary3,lesson40,'}}"
"","","","","","","","","","Bài 40","Luyện tập","723","vocabulary/practice","vocabulary","{'level': 'N3', 'tag' : {'contains':',vocabulary3,lesson40,'}}"
"","","","","","","","","","Bài 41","Từ vựng","724","vocabulary/lesson","vocabulary","{'level': 'N3', 'tag' : {'contains':',vocabulary3,lesson41,'}}"
"","","","","","","","","","Bài 41","Luyện tập","725","vocabulary/practice","vocabulary","{'level': 'N3', 'tag' : {'contains':',vocabulary3,lesson41,'}}"
"","","","","","","","","","Bài 42","Từ vựng","726","vocabulary/lesson","vocabulary","{'level': 'N3', 'tag' : {'contains':',vocabulary3,lesson42,'}}"
"","","","","","","","","","Bài 42","Luyện tập","727","vocabulary/practice","vocabulary","{'level': 'N3', 'tag' : {'contains':',vocabulary3,lesson42,'}}"
"","","","","","","","","","Bài 43","Từ vựng","728","vocabulary/lesson","vocabulary","{'level': 'N3', 'tag' : {'contains':',vocabulary3,lesson43,'}}"
"","","","","","","","","","Bài 43","Luyện tập","729","vocabulary/practice","vocabulary","{'level': 'N3', 'tag' : {'contains':',vocabulary3,lesson43,'}}"
"","","","","","","","","","Bài 44","Từ vựng","730","vocabulary/lesson","vocabulary","{'level': 'N3', 'tag' : {'contains':',vocabulary3,lesson44,'}}"
"","","","","","","","","","Bài 44","Luyện tập","731","vocabulary/practice","vocabulary","{'level': 'N3', 'tag' : {'contains':',vocabulary3,lesson44,'}}"
"","","","","","","","","","Bài 45","Từ vựng","732","vocabulary/lesson","vocabulary","{'level': 'N3', 'tag' : {'contains':',vocabulary3,lesson45,'}}"
"","","","","","","","","","Bài 45","Luyện tập","733","vocabulary/practice","vocabulary","{'level': 'N3', 'tag' : {'contains':',vocabulary3,lesson45,'}}"
"Bộ từ vựng N3 tập 4","Bộ từ vựng N3  được sắp xếp theo thứ tự phát âm phần 4  từ た ～ と、 な ～ の","vocabulary","N3","3103","45","45","","","Bài 1","Từ vựng","734","vocabulary/lesson","vocabulary","{'level': 'N3', 'tag' : {'contains':',vocabulary4,lesson1,'}}"
"","","","","","","","","","Bài 1","Luyện tập","735","vocabulary/practice","vocabulary","{'level': 'N3', 'tag' : {'contains':',vocabulary4,lesson1,'}}"
"","","","","","","","","","Bài 2","Từ vựng","736","vocabulary/lesson","vocabulary","{'level': 'N3', 'tag' : {'contains':',vocabulary4,lesson2,'}}"
"","","","","","","","","","Bài 2","Luyện tập","737","vocabulary/practice","vocabulary","{'level': 'N3', 'tag' : {'contains':',vocabulary4,lesson2,'}}"
"","","","","","","","","","Bài 3","Từ vựng","738","vocabulary/lesson","vocabulary","{'level': 'N3', 'tag' : {'contains':',vocabulary4,lesson3,'}}"
"","","","","","","","","","Bài 3","Luyện tập","739","vocabulary/practice","vocabulary","{'level': 'N3', 'tag' : {'contains':',vocabulary4,lesson3,'}}"
"","","","","","","","","","Bài 4","Từ vựng","740","vocabulary/lesson","vocabulary","{'level': 'N3', 'tag' : {'contains':',vocabulary4,lesson4,'}}"
"","","","","","","","","","Bài 4","Luyện tập","741","vocabulary/practice","vocabulary","{'level': 'N3', 'tag' : {'contains':',vocabulary4,lesson4,'}}"
"","","","","","","","","","Bài 5","Từ vựng","742","vocabulary/lesson","vocabulary","{'level': 'N3', 'tag' : {'contains':',vocabulary4,lesson5,'}}"
"","","","","","","","","","Bài 5","Luyện tập","743","vocabulary/practice","vocabulary","{'level': 'N3', 'tag' : {'contains':',vocabulary4,lesson5,'}}"
"","","","","","","","","","Bài 6","Từ vựng","744","vocabulary/lesson","vocabulary","{'level': 'N3', 'tag' : {'contains':',vocabulary4,lesson6,'}}"
"","","","","","","","","","Bài 6","Luyện tập","745","vocabulary/practice","vocabulary","{'level': 'N3', 'tag' : {'contains':',vocabulary4,lesson6,'}}"
"","","","","","","","","","Bài 7","Từ vựng","746","vocabulary/lesson","vocabulary","{'level': 'N3', 'tag' : {'contains':',vocabulary4,lesson7,'}}"
"","","","","","","","","","Bài 7","Luyện tập","747","vocabulary/practice","vocabulary","{'level': 'N3', 'tag' : {'contains':',vocabulary4,lesson7,'}}"
"","","","","","","","","","Bài 8","Từ vựng","748","vocabulary/lesson","vocabulary","{'level': 'N3', 'tag' : {'contains':',vocabulary4,lesson8,'}}"
"","","","","","","","","","Bài 8","Luyện tập","749","vocabulary/practice","vocabulary","{'level': 'N3', 'tag' : {'contains':',vocabulary4,lesson8,'}}"
"","","","","","","","","","Bài 9","Từ vựng","750","vocabulary/lesson","vocabulary","{'level': 'N3', 'tag' : {'contains':',vocabulary4,lesson9,'}}"
"","","","","","","","","","Bài 9","Luyện tập","751","vocabulary/practice","vocabulary","{'level': 'N3', 'tag' : {'contains':',vocabulary4,lesson9,'}}"
"","","","","","","","","","Bài 10","Từ vựng","752","vocabulary/lesson","vocabulary","{'level': 'N3', 'tag' : {'contains':',vocabulary4,lesson10,'}}"
"","","","","","","","","","Bài 10","Luyện tập","753","vocabulary/practice","vocabulary","{'level': 'N3', 'tag' : {'contains':',vocabulary4,lesson10,'}}"
"","","","","","","","","","Bài 11","Từ vựng","754","vocabulary/lesson","vocabulary","{'level': 'N3', 'tag' : {'contains':',vocabulary4,lesson11,'}}"
"","","","","","","","","","Bài 11","Luyện tập","755","vocabulary/practice","vocabulary","{'level': 'N3', 'tag' : {'contains':',vocabulary4,lesson11,'}}"
"","","","","","","","","","Bài 12","Từ vựng","756","vocabulary/lesson","vocabulary","{'level': 'N3', 'tag' : {'contains':',vocabulary4,lesson12,'}}"
"","","","","","","","","","Bài 12","Luyện tập","757","vocabulary/practice","vocabulary","{'level': 'N3', 'tag' : {'contains':',vocabulary4,lesson12,'}}"
"","","","","","","","","","Bài 13","Từ vựng","758","vocabulary/lesson","vocabulary","{'level': 'N3', 'tag' : {'contains':',vocabulary4,lesson13,'}}"
"","","","","","","","","","Bài 13","Luyện tập","759","vocabulary/practice","vocabulary","{'level': 'N3', 'tag' : {'contains':',vocabulary4,lesson13,'}}"
"","","","","","","","","","Bài 14","Từ vựng","760","vocabulary/lesson","vocabulary","{'level': 'N3', 'tag' : {'contains':',vocabulary4,lesson14,'}}"
"","","","","","","","","","Bài 14","Luyện tập","761","vocabulary/practice","vocabulary","{'level': 'N3', 'tag' : {'contains':',vocabulary4,lesson14,'}}"
"","","","","","","","","","Bài 15","Từ vựng","762","vocabulary/lesson","vocabulary","{'level': 'N3', 'tag' : {'contains':',vocabulary4,lesson15,'}}"
"","","","","","","","","","Bài 15","Luyện tập","763","vocabulary/practice","vocabulary","{'level': 'N3', 'tag' : {'contains':',vocabulary4,lesson15,'}}"
"","","","","","","","","","Bài 16","Từ vựng","764","vocabulary/lesson","vocabulary","{'level': 'N3', 'tag' : {'contains':',vocabulary4,lesson16,'}}"
"","","","","","","","","","Bài 16","Luyện tập","765","vocabulary/practice","vocabulary","{'level': 'N3', 'tag' : {'contains':',vocabulary4,lesson16,'}}"
"","","","","","","","","","Bài 17","Từ vựng","766","vocabulary/lesson","vocabulary","{'level': 'N3', 'tag' : {'contains':',vocabulary4,lesson17,'}}"
"","","","","","","","","","Bài 17","Luyện tập","767","vocabulary/practice","vocabulary","{'level': 'N3', 'tag' : {'contains':',vocabulary4,lesson17,'}}"
"","","","","","","","","","Bài 18","Từ vựng","768","vocabulary/lesson","vocabulary","{'level': 'N3', 'tag' : {'contains':',vocabulary4,lesson18,'}}"
"","","","","","","","","","Bài 18","Luyện tập","769","vocabulary/practice","vocabulary","{'level': 'N3', 'tag' : {'contains':',vocabulary4,lesson18,'}}"
"","","","","","","","","","Bài 19","Từ vựng","770","vocabulary/lesson","vocabulary","{'level': 'N3', 'tag' : {'contains':',vocabulary4,lesson19,'}}"
"","","","","","","","","","Bài 19","Luyện tập","771","vocabulary/practice","vocabulary","{'level': 'N3', 'tag' : {'contains':',vocabulary4,lesson19,'}}"
"","","","","","","","","","Bài 20","Từ vựng","772","vocabulary/lesson","vocabulary","{'level': 'N3', 'tag' : {'contains':',vocabulary4,lesson20,'}}"
